C0001,4,1462
C0002,4,2832
C0003,4,1240
C0004,4,1281
C0005,4,1028
C0006,4,652
C0008,4,944
C0009,4,1615
C0010,4,2440
C0013,4,4694
C0014,4,1896
C0017,4,5056
C0018,4,2650
C0019,4,5875
C0020,4,1698
C0021,4,1338
C0022,4,1966
C0024,4,2783
C0025,4,1481
C0026,4,3938
C0028,4,2532
C0029,4,2893
C0030,4,3697
C0031,4,3369
C0032,4,1400
C0033,4,2024
C0035,4,3695
C0036,4,4684
C0037,4,4700
C0038,4,3193
C0039,4,3063
C0040,4,3316
C0041,4,4186
C0045,4,4996
C0046,4,2183
C0048,4,2079
C0050,4,3569
C0051,4,5015
C0052,4,1585
C0053,4,2539
C0054,4,823
C0055,4,2412
C0056,4,4263
C0057,4,2629
C0058,4,4622
C0059,4,4034
C0060,4,3122
C0062,4,2768
C0063,4,5215
C0064,4,3073
C0065,4,2923
C0066,4,8982
C0067,4,3325
C0068,4,4698
C0069,4,5494
C0070,4,2476
C0071,4,1565
C0072,4,2450
C0073,4,1725
C0074,4,11517
C0075,4,4238
C0076,4,2051
C0078,4,3437
C0079,4,2726
C0080,4,3254
C0082,4,3367
C0084,4,4572
C0086,4,3981
C0087,4,4020
C0088,4,1993
C0090,4,2999
C0091,4,2825
C0092,4,3410
C0093,4,2973
C0094,4,1968
C0095,4,2790
C0098,4,4502
C0099,4,2649
C0100,4,2741
C0101,4,5121
C0102,4,6805
C0103,4,3537
C0104,4,2982
C0105,4,3350
C0106,4,3321
C0107,4,2215
C0108,4,4405
C0109,4,4966
C0110,4,7307
C0111,4,2846
C0113,4,4417
C0114,4,2186
C0115,4,3916
C0116,4,2925
C0117,4,2694
C0118,4,4936
C0119,4,1243
C0120,4,3071
C0121,4,3168
C0123,4,3137
C0124,4,4223
C0125,4,5704
C0128,4,3443
C0132,4,2199
C0135,4,3037
C0136,4,2675
C0137,4,2185
C0138,4,5134
C0142,4,3512
C0143,4,2648
C0144,4,6270
C0145,4,5383
C0146,4,6952
C0147,4,2304
C0148,4,4923
C0149,4,1877
C0151,4,5943
C0152,4,10257
C0153,4,3557
C0154,4,5690
C0155,4,4431
C0156,4,3194
C0158,4,581
C0159,4,6640
C0160,4,3938
C0161,4,4732
C0162,4,198
C0163,4,5508
C0164,4,3170
C0165,4,3000
C0166,4,3926
C0167,4,56
C0168,4,1018
C0169,4,3390
C0170,4,2003
C0172,4,4653
C0174,4,4548
C0177,4,9405
C0179,4,3048
C0180,4,3872
C0182,4,5270
C0183,4,3310
C0184,4,3269
C0185,4,1689
C0202,4,818
C0203,4,1456
C0204,4,330
C0205,4,2845
C0207,4,2861
C0209,4,2667
C0210,4,5004
C0211,4,719
C0212,4,1135
C0213,4,2424
C0214,4,719
C0215,4,1189
C0216,4,1232
C0217,4,3360
C0218,4,2698
C0220,4,1830
C0221,4,2394
C0222,4,4706
C0223,4,4137
C0224,4,4145
C0225,4,2621
C0226,4,5245
C0227,4,3910
C0228,4,553
C0231,4,2690
C0232,4,1838
C0233,4,1844
C0243,4,1500
C0245,4,3951
C0246,4,3786
C0247,4,2786
C0248,4,3123
C0249,4,2755
C0252,4,2945
C0253,4,5745
C0267,4,1899
C0268,4,320
C0269,4,808
C0270,4,897
C0271,4,1927
C0272,4,792
C0273,4,2365
C0274,4,1140
C0275,4,1293
C0276,4,913
C0277,4,3882
C0278,4,1360
C0279,4,2494
C0280,4,1299
C0281,4,907
C0282,4,609
C0283,4,536
C0284,4,1024
C0285,4,630
C0286,4,892
C0287,4,1666
C0288,4,1305
C0289,4,217
C0291,4,10
C0292,4,1762
C0294,4,1869
C0296,4,2771
C0305,4,1356
C0306,4,4157
C0308,4,1075
C0310,4,4015
C0311,4,1949
C0313,4,706
C0315,4,672
C0319,4,6215
C0320,4,1854
C0321,4,2947
C0322,4,5342
C0323,4,2895
C0325,4,5419
C0326,4,1825
C0327,4,3394
C0328,4,1369
C0329,4,1569
C0330,4,2111
C0331,4,1485
C0332,4,1464
C0333,4,1799
C0334,4,1444
C0335,4,3295
C0336,4,1656
C0337,4,2261
C0338,4,4108
C0339,4,3323
C0340,4,3797
C0341,4,3424
C0342,4,4446
C0343,4,1215
C0344,4,1508
C0345,4,2095
C0346,4,4474
C0347,4,2231
C0348,4,1516
C0349,4,3999
C0356,4,3843
C0357,4,5636
C0358,4,4152
C0359,4,7658
C0361,4,2876
C0362,4,5719
C0365,4,1404
C0367,4,2506
C0368,4,2944
C0370,4,6564
C0371,4,1446
C0372,4,5300
C0373,4,8415
C0374,4,3039
C0377,4,1645
C0379,4,4126
C0404,4,2693
C0405,4,1802
C0407,4,2553
C0408,4,1526
C0412,4,3822
C0414,4,1809
C0415,4,5483
C0417,4,1911
C0420,4,3031
C0421,4,2025
C0422,4,6937
C0424,4,2426
C0426,4,2632
C0428,4,2909
C0429,4,1880
C0430,4,3949
C0432,4,4261
C0433,4,2108
C0435,4,2210
C0436,4,1917
C0440,4,5506
C0441,4,2380
C0444,4,4639
C0445,4,1279
C0446,4,549
C0448,4,1593
C0449,4,1397
C0450,4,651
C0451,4,1770
C0452,4,2192
C0453,4,1709
C0457,4,1922
C0458,4,1756
C0459,4,2465
C0460,4,1150
C0461,4,1900
C0462,4,1577
C0463,4,2574
C0464,4,557
C0465,4,3684
C0466,4,2735
C0467,4,638
C0469,4,2259
C0470,4,3249
C0471,4,2206
C0473,4,3628
C0481,4,2079
C0484,4,649
C0485,4,1092
C0486,4,1736
C0491,4,5482
C0492,4,4271
C0500,4,731
C0505,4,759
C0521,4,1751
C0523,4,947
C0524,4,725
C0525,4,1881
C0526,4,1741
C0528,4,2615
C0530,4,2319
C0534,4,3144
C0536,4,2287
C0537,4,1387
C0538,4,3802
C0539,4,3627
C0540,4,178
C0541,4,1620
C0542,4,1674
C0543,4,924
C0544,4,3458
C0545,4,1715
C0546,4,2584
C0548,4,1864
C0549,4,181
C0550,4,2082
C0552,4,2892
C0553,4,3000
C0554,4,5219
C0601,4,4048
C0602,4,2676
C0603,4,5361
C0604,4,5357
C0605,4,3782
C0609,4,2185
C0613,4,1002
C0616,4,1490
C0617,4,4471
C0619,4,2856
C0621,4,2190
C0622,4,818
C0624,4,2971
C0625,4,1706
C0626,4,601
C0629,4,2607
C0631,4,2747
C0633,4,1703
C0634,4,5146
C0635,4,4195
C0636,4,3968
C0637,4,4092
C0638,4,4984
C0640,4,9137
C0642,4,2236
C0643,4,4606
C0645,4,5684
C0646,4,1482
C0647,4,3715
C0648,4,237
C0649,4,3901
C0650,4,3070
C0651,4,4551
C0653,4,2117
C0654,4,2440
C0655,4,2567
C0656,4,985
C0657,4,3864
C0659,4,1105
C0661,4,521
C0663,4,2558
C0664,4,4195
C0665,4,3782
C0666,4,5073
C0667,4,2728
C0670,4,2194
C0672,4,362
C0674,4,378
C0676,4,2545
C0680,4,1848
C0681,4,5460
C0682,4,2627
C0683,4,5082
C0684,4,3688
C0685,4,1332
C0688,4,2488
C0689,4,6134
C0690,4,1241
C0692,4,3015
C0693,4,2683
C0695,4,1257
C0697,4,4914
C0698,4,5821
C0699,4,1938
C0700,4,4474
C0701,4,4013
C0702,4,3955
C0703,4,2696
C0704,4,2434
C0705,4,5520
C0706,4,3280
C0707,4,976
C0709,4,1446
C0711,4,2186
C0713,4,5042
C0714,4,1905
C0715,4,2978
C0716,4,2997
C0718,4,4653
C0720,4,1809
C0721,4,3405
C0723,4,2434
C0724,4,2703
C0725,4,535
C0726,4,3330
C0727,4,2181
C0728,4,1772
C0729,4,3059
C0733,4,3751
C0734,4,2215
C0735,4,4957
C0738,4,3243
C0740,4,2176
C0741,4,1175
C0742,4,1192
C0743,4,4817
C0744,4,5491
C0746,4,3368
C0749,4,2437
C0751,4,2948
C0752,4,2631
C0753,4,2447
C0754,4,2896
C0755,4,3496
C0756,4,2491
C0757,4,2198
C0758,4,473
C0759,4,2649
C0760,4,3467
C0761,4,1155
C0765,4,1747
C0766,4,286
C0767,4,1836
C0768,4,4123
C0770,4,3113
C0771,4,4161
C0772,4,1592
C0773,4,1997
C0774,4,2011
C0775,4,1932
C0777,4,3680
C0780,4,5452
C0781,4,2334
C0782,4,4073
C0783,4,1998
C0785,4,3866
C0786,4,3463
C0787,4,397
C0788,4,3277
C0789,4,2197
C0790,4,2354
C0791,4,2917
C0792,4,2505
C0793,4,6165
C0794,4,4303
C0795,4,3585
C0797,4,1548
C0798,4,1974
C0799,4,3524
C0800,4,2253
C0801,4,2140
C0802,4,6073
C0803,4,5658
C0806,4,5568
C0807,4,8405
C0808,4,1379
C0812,4,3422
C0814,4,4713
C0815,4,1732
C0816,4,3085
C0817,4,6446
C0818,4,3900
C0819,4,8491
C0820,4,5618
C0821,4,3540
C0822,4,4596
C0823,4,2186
C0824,4,2500
C0825,4,2238
C0827,4,6383
C0828,4,3561
C0829,4,272
C0830,4,2128
C0831,4,195
C0834,4,1990
C0835,4,5122
C0836,4,4299
C0838,4,10
C0839,4,3529
C0840,4,5677
C0841,4,2987
C0843,4,1608
C0844,4,2688
C0846,4,3917
C0847,4,1049
C0849,4,2108
C0850,4,1094
C0851,4,1291
C0852,4,2866
C0853,4,749
C0854,4,1708
C0855,4,3167
C0856,4,4421
C0860,4,1823
C0861,4,3314
C0862,4,1951
C0863,4,887
C0866,4,3433
C0867,4,915
C0869,4,5411
C0870,4,6959
C0871,4,2258
C0872,4,1079
C0873,4,66
C0878,4,5341
C0900,4,2856
C0906,4,5277
C0907,4,2803
C0908,4,3747
C0909,4,2476
C0910,4,3951
C0912,4,5473
C0913,4,2006
C0914,4,3077
C0915,4,3303
C0916,4,2082
C0917,4,7150
C0919,4,4944
C0920,4,3091
C0921,4,2073
C0925,4,1804
C0929,4,5232
C0930,4,3245
C0933,4,2228
C0934,4,949
C0935,4,6254
C0937,4,5516
C0943,4,4446
C0944,4,2431
C0945,4,1934
C0946,4,2374
C0947,4,6699
C0948,4,3808
C0949,4,1962
C0950,4,3716
C0951,4,4561
C0952,4,1666
C0954,4,1092
C0956,4,2717
C0957,4,6266
C0958,4,2726
C0959,4,1538
C0960,4,1719
C0961,4,2890
C0962,4,4194
C0964,4,625
C0966,4,8978
C0969,4,3093
C0972,4,1401
C0974,4,3808
C0977,4,2435
C0978,4,5152
C0979,4,590
C0981,4,3091
C0982,4,3703
C0983,4,1779
C0984,4,4829
C0991,4,2317
C0993,4,2000
C0995,4,2457
C0996,4,2475
C0998,4,3835
C0999,4,5606
C1002,4,1040
C1003,4,1878
C1006,4,2710
C1008,4,2709
C1010,4,5195
C1012,4,3687
C1015,4,765
C1016,4,4383
C1018,4,1368
C1020,4,2397
C1021,4,1473
C1022,4,1287
C1023,4,3506
C1024,4,3055
C1027,4,1883
C1030,4,2184
C1032,4,1284
C1034,4,2225
C1035,4,959
C1037,4,1601
C1038,4,2734
C1040,4,4165
C1041,4,3039
C1042,4,1766
C1043,4,2099
C1047,4,1313
C1048,4,2477
C1049,4,1938
C1050,4,1462
C1052,4,2370
C1054,4,3068
C1055,4,4343
C1056,4,2489
C1057,4,1387
C1058,4,2852
C1060,4,1989
C1061,4,2726
C1062,4,1417
C1063,4,2678
C1069,4,1700
C1072,4,6891
C1073,4,3526
C1074,4,559
C1077,4,1725
C1079,4,2143
C1080,4,6338
C1082,4,3900
C1084,4,1958
C1085,4,2886
C1089,4,793
C1091,4,2103
C1092,4,4594
C1094,4,2016
C1095,4,7947
C1096,4,6333
C1097,4,1110
C1098,4,2095
C1099,4,2357
C1100,4,2957
C1101,4,1765
C1113,4,3357
C1118,4,4604
C1121,4,1931
C1126,4,4453
C1128,4,3710
C1129,4,3234
C1131,4,933
C1132,4,1721
C1134,4,395
C1135,4,480
C1136,4,497
C1137,4,392
C1138,4,606
C1139,4,910
C1140,4,1703
C1148,4,1065
C1149,4,1842
C1150,4,563
C1151,4,368
C1152,4,202
C1156,4,913
C1158,4,3137
C1161,4,526
C1162,4,2901
C1163,4,870
C1164,4,1155
C1165,4,1903
C1170,4,3003
C1171,4,415
C1172,4,2789
C1175,4,1694
C1177,4,6613
C1201,4,3387
C1203,4,2549
C1204,4,3020
C1205,4,3126
C1206,4,1476
C1207,4,628
C1208,4,6384
C1209,4,3456
C1211,4,2971
C1213,4,4053
C1214,4,4994
C1215,4,769
C1221,4,8854
C1223,4,3944
C1251,4,2607
C1252,4,3813
C1253,4,5032
C1255,4,3107
C1256,4,3442
C1257,4,5534
C1258,4,3261
C1259,4,92
C1263,4,3951
C1264,4,3332
C1265,4,1943
C1266,4,583
C1267,4,1676
C1269,4,2765
C1270,4,3209
C1271,4,2634
C1272,4,3506
C1273,4,678
C1274,4,1809
C1276,4,1501
C1279,4,260
C1280,4,1972
C1285,4,482
C1339,4,3827
C1342,4,2659
C1343,4,2819
C1345,4,2446
C1346,4,2356
C1347,4,1179
C1348,4,1996
C1349,4,3651
C1350,4,1564
C1351,4,5607
C1352,4,1407
C1354,4,2346
C1355,4,1972
C1356,4,1795
C1358,4,1122
C1360,4,2770
C1362,4,2441
C1363,4,2701
C1364,4,3288
C1365,4,1717
C1367,4,1060
C1369,4,3021
C1370,4,379
C1371,4,1377
C1372,4,989
C1374,4,421
C1375,4,657
C1376,4,607
C1377,4,839
