C0457,121.481046,23.9557982,0
C0001,121.402269,31.336343,1
C0002,121.489612,31.405457,1
C0003,121.407339,31.321543,上海大学
C0004,121.396973,31.30331,1
C0005,121.4295087,31.3013606,0
C0006,121.3974093,31.2842886,1
C0008,121.370602,31.297255,0
C0009,121.3185567,31.2973816,0
C0010,121.3919692,31.2690109,1
C0011,121.414219,31.266233,0
C0013,121.428547,31.276368,1
C0014,121.4403264,31.2912964,0
C0016,121.4342887,31.3466794,1
C0017,121.453087,31.32994,0
C0018,121.43677,31.320875,0
C0019,121.4485565,31.3149571,1
C0020,121.45996,31.305819,0
C0021,121.4669636,31.3653861,1
C0022,121.496701,31.3392492,1
C0024,121.4925454,31.3324659,0
C0025,121.4770458,31.320844,1
C0026,121.4835724,31.3079895,1
C0028,121.530436,31.328548,1
C0029,121.5270965,31.3033864,0
C0030,121.515398,31.298513,1
C0031,121.533243,31.296135,1
C0032,121.471541,31.287121,1
C0033,121.4691255,31.297169,0
C0035,121.4523202,31.2799139,0
C0036,121.4866228,31.3014619,0
C0037,121.481493,31.2785835,0
C0038,121.481801,31.267405,0
C0039,121.49796,31.256641,0
C0040,121.4935168,31.2676979,1
C0041,121.4911927,31.2764744,0
C0045,121.5231517,31.283746,1
C0046,121.5458419,31.2808878,1
C0048,121.535609,31.260903,1
C0050,121.5192978,31.2544351,0
C0051,121.3609613,31.254723,1
C0052,121.473704,31.230393,0
C0053,121.396616,31.2602471,1
C0054,121.416843,31.253087,0
C0055,121.429944,31.266757,1
C0056,121.4350046,31.2572236,0
C0057,121.442051,31.267815,1
C0058,121.375853,31.233149,1
C0059,121.3915925,31.2536105,1
C0060,121.3765395,31.2254374,1
C0062,121.384642,31.215441,0
C0063,121.408142,31.211835,0
C0064,121.422333,31.216315,0
C0065,121.396206,31.249889,0
C0066,121.4330186,31.2501802,0
C0067,121.421991,31.239276,1
C0068,121.4175776,31.2403738,1
C0069,121.4284402,31.2346663,0
C0070,121.401867,31.23986,0
C0071,121.373122,31.20458,1
C0072,121.39852,31.2001038,1
C0073,121.369749,31.191813,0
C0074,121.394883,31.195896,0
C0075,121.400584,31.208414,0
C0076,121.4142,31.195643,1
C0078,121.487751,31.253572,1
C0079,121.491836,31.250544,0
C0080,121.501668,31.249787,0
C0082,121.473704,31.230393,0
C0084,121.454537,31.254104,1
C0086,121.459382,31.247111,0
C0087,121.437242,31.239868,0
C0088,121.447137,31.239996,1
C0090,121.4718943,31.2404659,1
C0091,121.434706,31.230747,0
C0092,121.428007,31.223921,0
C0093,121.4292665,31.2108315,0
C0094,121.438473,31.221543,0
C0095,121.4416993,31.2149391,1
C0098,121.4499383,31.2253837,0
C0099,121.456886,31.229946,0
C0100,121.46515,31.219146,0
C0101,121.468423,31.235425,0
C0102,121.4695296,31.2276777,0
C0103,121.473704,31.230393,0
C0104,121.477672,31.230506,0
C0105,121.486948,31.236771,0
C0106,121.1560707,30.0390104,0
C0107,121.4933719,31.2242739,1
C0108,121.5030208,31.2223731,1
C0109,121.5052521,31.236827,1
C0110,121.516323,31.239651,0
C0111,121.512059,31.229196,0
C0112,121.529258,31.229661,1
C0113,121.5348302,31.2226303,0
C0114,121.51627,31.217289,0
C0115,121.418664,31.2039503,1
C0116,121.44096,31.205926,0
C0117,121.439928,31.196717,0
C0118,121.436761,31.189017,0
C0119,121.4334864,31.1856337,0
C0120,121.443136,31.186769,0
C0121,121.447424,31.191249,0
C0123,121.4078509,31.1727221,0
C0124,121.419189,31.166876,1
C0125,121.4247627,31.1533595,0
C0128,121.451257,31.153601,1
C0132,121.476944,31.207212,0
C0135,121.474221,31.198587,0
C0136,121.4929766,31.2058603,1
C0137,121.7835089,31.0245148,1
C0138,121.4926514,31.2151175,0
C0142,121.373821,31.157824,0
C0143,121.351848,31.173143,0
C0144,121.3470231,31.157671,0
C0145,121.3450999,31.1435704,0
C0146,121.3811049,31.1424629,0
C0147,121.383564,31.176391,0
C0148,121.399859,31.174593,0
C0149,121.4046124,31.1456607,0
C0151,121.3999282,31.1439293,0
C0152,121.4095131,31.1389002,0
C0153,121.386753,31.123347,1
C0154,121.4232961,31.1247242,0
C0155,121.427439,31.13712,0
C0156,121.4419222,31.1393825,0
C0158,121.5508572,31.3628825,0
C0159,121.3971834,31.1270496,0
C0160,121.572039,31.261608,1
C0161,121.5886181,31.2527032,1
C0162,121.578918,31.251199,0
C0163,121.5574539,31.2458535,0
C0164,121.5860932,31.2407409,1
C0165,121.5573351,31.2429841,1
C0166,121.542769,31.23915,0
C0167,121.534394,31.232924,0
C0168,121.542889,31.235644,0
C0169,121.5514218,31.2505634,0
C0170,121.602041,31.23731,1
C0172,121.529004,31.203417,0
C0174,121.59551,31.210325,0
C0177,121.5365114,31.1975081,1
C0179,121.5294385,31.1813851,1
C0180,121.5607059,31.1840269,1
C0182,121.544721,31.221959,0
C0183,121.528002,31.240539,1
C0184,121.575749,31.341735,1
C0185,121.5783354,31.3171779,0
C0202,121.343288,31.482861,0
C0203,121.3428118,31.4091519,1
C0204,121.489612,31.405457,1
C0205,121.489612,31.405457,1
C0207,121.40278,31.351569,0
C0209,121.486784,31.39616,1
C0210,121.4944645,31.3725981,1
C0211,121.2764927,31.4359835,1
C0212,121.211094,31.430795,0
C0213,121.195999,31.409175,0
C0214,121.1520846,31.3883825,1
C0215,121.17529,31.361231,1
C0216,121.2653,31.375602,0
C0217,121.1714237,31.2952608,1
C0218,121.2120603,31.2821508,1
C0220,121.3592229,31.2871293,0
C0221,121.3159864,31.2899127,0
C0222,121.283541,31.332662,1
C0223,121.248451,31.373912,1
C0224,121.248132,31.384388,1
C0225,121.381672,31.112842,1
C0226,121.3187825,31.2258585,1
C0227,121.381672,31.112842,1
C0228,121.143127,31.259222,0
C0231,121.124178,31.150681,1
C0232,121.361858,31.2861747,0
C0233,121.215226,31.15115,1
C0243,121.227747,31.032243,0
C0245,121.2627082,31.1133246,1
C0246,121.309353,31.125661,1
C0247,121.2719155,31.0816623,1
C0248,121.2950516,31.0630572,0
C0249,121.3229,31.012886,0
C0252,121.240034,31.003582,0
C0253,121.226417,31.013562,松江中心医院
C0263,121.410884,30.794098,1
C0267,121.474039,30.918014,1
C0268,121.474039,30.918014,1
C0269,121.394223,30.900288,1
C0270,121.432988,30.956904,0
C0271,121.474039,30.918014,1
C0272,121.6003803,30.9735086,1
C0273,121.6284339,30.9133025,0
C0274,121.497894,30.85122,0
C0275,121.6568071,30.9154661,0
C0276,121.73699,30.894033,1
C0277,121.514868,30.90864,0
C0278,121.474039,30.918014,1
C0279,121.4572633,30.9146024,1
C0280,113.2234801,35.2327371,河南省焦作市解放区普济路
C0281,123.1923777,41.2917954,辽宁省辽阳市白塔区北哨街12号
C0282,121.872409,30.982009,1
C0283,121.473704,31.230393,0
C0284,121.473704,31.230393,0
C0285,121.473704,31.230393,0
C0286,121.473704,31.230393,0
C0287,121.473704,31.230393,0
C0288,121.5974145,31.0336803,0
C0289,121.473704,31.230393,0
C0291,121.473704,31.230393,0
C0292,121.473704,31.230393,0
C0294,121.473704,31.230393,0
C0295,121.473704,31.230393,0
C0296,121.723031,31.192474,0
C0297,121.745422,31.181851,0
C0305,121.4561922,31.1065615,0
C0306,121.434042,31.031193,交大西区寝室
C0308,121.381672,31.112842,1
C0310,121.421546,31.0148376,1
C0311,121.3847584,30.997762,0
C0313,121.5213092,31.1418924,0
C0315,121.4675044,31.1366167,0
C0319,121.5673702,31.1430862,1
C0320,121.6056067,31.163191,1
C0321,121.635174,31.178072,0
C0322,121.611575,31.264159,0
C0323,121.586247,31.27423,1
C0325,121.5863941,31.332499,0
C0326,121.489612,31.405457,1
C0327,121.459382,31.247111,0
C0328,121.459382,31.247111,0
C0329,121.459382,31.247111,0
C0330,121.484443,31.231763,0
C0331,121.484443,31.231763,0
C0332,121.473704,31.230393,0
C0333,121.436526,31.188523,0
C0334,121.436526,31.188523,0
C0335,121.436526,31.188523,0
C0336,121.436526,31.188523,0
C0337,121.436526,31.188523,0
